class,ExtractionTurbine,Sink,BackpressureTurbine,Sink
label,extr_turbine,electrical_demand,bp_turbine,heat_demand
source,extr_turbine,electrical_balance,bp_turbine,heat_balance
target,electrical_balance,electrical_demand,electrical_balance,heat_demand
attribute,max,variable_costs,max,actual_value
,0.97,-57.07,0.99,0.1939460024
,0.97,-52.39,0.99,0.1998316246
,0.97,-51.25,0.99,0.2102585046
,0.97,-52.46,0.99,0.2245092746
,0.97,-63.54,0.99,0.2336330134
,0.97,-71.29,0.99,0.2230021434
,0.97,-67.25,0.99,0.2064410265
,0.97,-55,0.99,0.1716966041
,0.97,-50.62,0.99,0.1184548408
,0.97,-48.86,0.99,0.1133077078
,0.97,-41.07,0.99,0.131751677
,0.97,-41.44,0.99,0.1345304574
,0.97,-38.08,0.99,0.1407003534
,0.97,-35.9,0.99,0.1560542619
,0.97,-36.76,0.99,0.1950236241
,0.97,-42.6,0.99,0.2683685216
,0.97,-53.52,0.99,0.3175430881
,0.97,-71.9,0.99,0.2973212951
,0.97,-65.16,0.99,0.2745671369
,0.97,-70.16,0.99,0.2556454262
,0.97,-70.11,0.99,0.2358092329
,0.97,-66.35,0.99,0.2244171627
,0.97,-64.27,0.99,0.2184039591
,0.97,-59.95,0.99,0.2185321065
,0.97,-57.03,0.99,0.2212623474
,0.97,-54,0.99,0.2279769307
,0.97,-50.34,0.99,0.2398723857
,0.97,-53.38,0.99,0.2561303069
,0.97,-63.91,0.99,0.2665390796
,0.97,-76.75,0.99,0.2544109037
,0.97,-70.15,0.99,0.2355172345
,0.97,-55.06,0.99,0.1958792303
,0.97,-50.75,0.99,0.1351386253
,0.97,-47.77,0.99,0.1292665438
,0.97,-45.04,0.99,0.1237197599
,0.97,-41.09,0.99,0.1263291388
,0.97,-40.91,0.99,0.1321229022
,0.97,-41.24,0.99,0.1465407975
,0.97,-40.98,0.99,0.1831344883
,0.97,-45.42,0.99,0.2520080944
,0.97,-49.11,0.99,0.2981848543
,0.97,-64.92,0.99,0.2791958332
,0.97,-84.19,0.99,0.2578288263
,0.97,-71.6,0.99,0.2400606312
,0.97,-62.89,0.99,0.2214337026
,0.97,-62.89,0.99,0.210736122
,0.97,-57.02,0.99,0.2050894987
,0.97,-57.02,0.99,0.2052098338
,0.97,-54.94,0.99,0.2077736323
,0.97,-56.06,0.99,0.2140788775
,0.97,-54.21,0.99,0.2252491553
,0.97,-57.09,0.99,0.2405159524
,0.97,-71.01,0.99,0.2502901799
,0.97,-81.23,0.99,0.2389013683
,0.97,-58.95,0.99,0.2211595052
,0.97,-52.85,0.99,0.1839379346
,0.97,-50.69,0.99,0.1269002312
,0.97,-46.76,0.99,0.1213861267
,0.97,-42.41,0.99,0.1048325081
,0.97,-38.93,0.99,0.1082048559
,0.97,-36.97,0.99,0.1144633908
,0.97,-33.2,0.99,0.1331492885
,0.97,-36.32,0.99,0.1809885268
,0.97,-42.69,0.99,0.2419712475
,0.97,-54.93,0.99,0.2673762106
,0.97,-66.71,0.99,0.2509991663
,0.97,-65.07,0.99,0.2251413414
,0.97,-63.81,0.99,0.2047777303
,0.97,-62.96,0.99,0.1874311497
,0.97,-61.39,0.99,0.175142791
,0.97,-57,0.99,0.1686075841
,0.97,-55.78,0.99,0.1667689952
,0.97,-55.01,0.99,0.169038519
,0.97,-51.85,0.99,0.1761431296
,0.97,-49.83,0.99,0.1913187811
,0.97,-52.97,0.99,0.2077690049
,0.97,-62.93,0.99,0.2179250599
,0.97,-74.95,0.99,0.2086945344
,0.97,-62.92,0.99,0.1891408181
,0.97,-51.38,0.99,0.1518015834
,0.97,-48.47,0.99,0.1089034333
,0.97,-46.58,0.99,0.1026650613
,0.97,-33.87,0.99,0.1237197599
,0.97,-34.16,0.99,0.1263291388
,0.97,-30.47,0.99,0.1321229022
,0.97,-26.65,0.99,0.1465407975
,0.97,-25.38,0.99,0.1831344883
,0.97,-26.92,0.99,0.2520080944
,0.97,-35.88,0.99,0.2981848543
,0.97,-37.78,0.99,0.2791958332
,0.97,-42.03,0.99,0.2578288263
,0.97,-44.55,0.99,0.2400606312
,0.97,-44.01,0.99,0.2214337026
,0.97,-43.31,0.99,0.210736122
,0.97,-42.65,0.99,0.2050894987
,0.97,-37.18,0.99,0.2052098338
,0.97,-35.94,0.99,0.2077736323
,0.97,-34.9,0.99,0.2140788775
,0.97,-36.68,0.99,0.2252491553
,0.97,-43.07,0.99,0.2405159524
,0.97,-49.66,0.99,0.2502901799
,0.97,-58.91,0.99,0.2389013683
,0.97,-57.05,0.99,0.2211595052
,0.97,-48.73,0.99,0.1839379346
,0.97,-48.08,0.99,0.1269002312
,0.97,-46.57,0.99,0.1213861267
,0.97,-46.26,0.99,0.1237197599
,0.97,-44.24,0.99,0.1263291388
,0.97,-40.3,0.99,0.1321229022
,0.97,-37.01,0.99,0.1465407975
,0.97,-37.33,0.99,0.1831344883
,0.97,-39.98,0.99,0.2520080944
,0.97,-41.69,0.99,0.2981848543
,0.97,-45,0.99,0.2791958332
,0.97,-47.02,0.99,0.2578288263
,0.97,-48.22,0.99,0.2400606312
,0.97,-48.59,0.99,0.2214337026
,0.97,-49.1,0.99,0.210736122
,0.97,-48.36,0.99,0.2050894987
,0.97,-46.84,0.99,0.2052098338
,0.97,-44.65,0.99,0.2077736323
,0.97,-41.72,0.99,0.2140788775
,0.97,-40.38,0.99,0.2252491553
,0.97,-46.7,0.99,0.2405159524
,0.97,-48.59,0.99,0.2502901799
,0.97,-56.07,0.99,0.2389013683
,0.97,-49.75,0.99,0.2211595052
,0.97,-46.81,0.99,0.1839379346
,0.97,-46.84,0.99,0.1269002312
,0.97,-41.95,0.99,0.1213861267
,0.97,-43.08,0.99,0.1395121852
,0.97,-38.88,0.99,0.1424546429
,0.97,-34.9,0.99,0.1489879614
,0.97,-33.79,0.99,0.1652462541
,0.97,-36.02,0.99,0.2065110107
,0.97,-40.28,0.99,0.2841761088
,0.97,-48.32,0.99,0.3362471821
,0.97,-56.67,0.99,0.3148342741
,0.97,-58.03,0.99,0.2907398382
,0.97,-59.66,0.99,0.2707035908
,0.97,-58.06,0.99,0.2496989953
,0.97,-57.62,0.99,0.2376359032
,0.97,-55.02,0.99,0.2312685068
,0.97,-50.57,0.99,0.2314042023
,0.97,-48.63,0.99,0.2342952614
,0.97,-47.36,0.99,0.2414053506
,0.97,-46.78,0.99,0.2540014781
,0.97,-47.93,0.99,0.2712170322
,0.97,-50.09,0.99,0.282238908
,0.97,-57.64,0.99,0.2693963518
,0.97,-50.73,0.99,0.2493897975
,0.97,-47.98,0.99,0.2074170142
,0.97,-47.5,0.99,0.1430986333
,0.97,-45.57,0.99,0.1368806714
,0.97,-42.45,0.99,0.131751677
,0.97,-41.66,0.99,0.1345304574
,0.97,-40.24,0.99,0.1407003534
,0.97,-38.28,0.99,0.1560542619
,0.97,-37.1,0.99,0.1950236241
,0.97,-43,0.99,0.2683685216
,0.97,-50.05,0.99,0.3175430881
,0.97,-64.08,0.99,0.2973212951
,0.97,-70.13,0.99,0.2745671369
,0.97,-69.47,0.99,0.2556454262
,0.97,-68.8,0.99,0.2358092329
,0.97,-67.65,0.99,0.2244171627
,0.97,-64.49,0.99,0.2184039591
,0.97,-63.2,0.99,0.2185321065
,0.97,-58.91,0.99,0.2212623474
,0.97,-56.05,0.99,0.2279769307
,0.97,-51.83,0.99,0.2398723857
,0.97,-53.96,0.99,0.2561303069
,0.97,-61.97,0.99,0.2665390796
,0.97,-67.43,0.99,0.2544109037
,0.97,-61.08,0.99,0.2355172345
,0.97,-50.06,0.99,0.1958792303
,0.97,-49.06,0.99,0.1351386253
,0.97,-44.55,0.99,0.1292665438
,0.97,-40.91,0.99,0.0884983067
,0.97,-38.08,0.99,0.091345201
,0.97,-31.96,0.99,0.0966285787
,0.97,-33.96,0.99,0.1124029825
,0.97,-35.9,0.99,0.1527882757
,0.97,-40.46,0.99,0.2042691343
,0.97,-47.02,0.99,0.2257156899
,0.97,-57.04,0.99,0.2118903917
,0.97,-57.85,0.99,0.1900615357
,0.97,-58.92,0.99,0.1728708271
,0.97,-57.03,0.99,0.1582270583
,0.97,-58.12,0.99,0.1478533779
,0.97,-56.02,0.99,0.142336437
,0.97,-53.76,0.99,0.140784323
,0.97,-53.06,0.99,0.1427002269
,0.97,-50.09,0.99,0.1486978514
,0.97,-49.69,0.99,0.1615089486
,0.97,-50.2,0.99,0.1753960241
,0.97,-57.01,0.99,0.1839696401
,0.97,-68.19,0.99,0.1761773446
,0.97,-62.18,0.99,0.1596703393
,0.97,-49.45,0.99,0.1281490191
,0.97,-47.96,0.99,0.0919349314
,0.97,-45.5,0.99,0.0866685749
,0.97,-42.94,0.99,0.0805337788
,0.97,-41.58,0.99,0.0831244629
,0.97,-39.38,0.99,0.0879323558
,0.97,-35.98,0.99,0.1022871201
,0.97,-35.96,0.99,0.139037883
,0.97,-38.43,0.99,0.1858856502
,0.97,-47.7,0.99,0.2054020934
,0.97,-56.08,0.99,0.192821022
,0.97,-59.48,0.99,0.1729566842
,0.97,-58.09,0.99,0.1573130772
,0.97,-57.01,0.99,0.1439871948
,0.97,-58.08,0.99,0.134547108
,0.97,-58.94,0.99,0.129526672
,0.97,-58.4,0.99,0.1281142426
,0.97,-58.42,0.99,0.1298577221
,0.97,-56.03,0.99,0.135315582
,0.97,-56.04,0.99,0.1469737268
,0.97,-58.03,0.99,0.1596110157
,0.97,-60.44,0.99,0.1674130372
,0.97,-66.81,0.99,0.1603220202
,0.97,-61.09,0.99,0.1453005856
,0.97,-49.96,0.99,0.1166160704
,0.97,-48.15,0.99,0.0836611198
,0.97,-46.92,0.99,0.0788687163
,0.97,-24.34,0.99,0.0728340042
,0.97,-24.06,0.99,0.075176995
,0.97,-20.99,0.99,0.0795252088
,0.97,-20.51,0.99,0.0925075248
,0.97,-21.3,0.99,0.1257445746
,0.97,-32.53,0.99,0.1681132618
,0.97,-45.41,0.99,0.1857637523
,0.97,-49.91,0.99,0.1743855478
,0.97,-50.82,0.99,0.1564204245
,0.97,-50.46,0.99,0.1422724912
,0.97,-50.39,0.99,0.1302206864
,0.97,-50.47,0.99,0.1216831593
,0.97,-49.93,0.99,0.1171427234
,0.97,-55.73,0.99,0.1158653354
,0.97,-54.08,0.99,0.1174421221
,0.97,-49.29,0.99,0.1223781601
,0.97,-48.91,0.99,0.1329216783
,0.97,-47.16,0.99,0.1443507254
,0.97,-52.55,0.99,0.1514068015
,0.97,-58.77,0.99,0.1449937513
,0.97,-52.57,0.99,0.1314085049
,0.97,-45.43,0.99,0.1054664948
,0.97,-43.58,0.99,0.0756623425
,0.97,-41.93,0.99,0.0713281371
,0.97,-44,0.99,0.0601640494
,0.97,-37.9,0.99,0.0618289003
,0.97,-35.92,0.99,0.0700103293
,0.97,-35.97,0.99,0.0917681877
,0.97,-34.63,0.99,0.1385227473
,0.97,-35.9,0.99,0.180201344
,0.97,-35.96,0.99,0.1713573329
,0.97,-34.97,0.99,0.1538017634
,0.97,-35.96,0.99,0.1370442046
,0.97,-39.92,0.99,0.1229976738
,0.97,-44.3,0.99,0.1130437316
,0.97,-47.59,0.99,0.1033495226
,0.97,-47.36,0.99,0.0970312553
,0.97,-42.91,0.99,0.0919559201
,0.97,-38.2,0.99,0.0939115381
,0.97,-40.11,0.99,0.1016704243
,0.97,-42.98,0.99,0.1183800176
,0.97,-46.19,0.99,0.1342079644
,0.97,-49.12,0.99,0.1446083854
,0.97,-53.98,0.99,0.1384284739
,0.97,-48.78,0.99,0.1198037005
,0.97,-46.75,0.99,0.0869857697
,0.97,-47.24,0.99,0.0649201249
,0.97,-43.03,0.99,0.0610137968
,0.97,-44.8,0.99,0.0479210266
,0.97,-41.5,0.99,0.0492470904
,0.97,-42.13,0.99,0.0557636477
,0.97,-38.36,0.99,0.0730939126
,0.97,-36.5,0.99,0.1103342002
,0.97,-39.09,0.99,0.1435314527
,0.97,-39.54,0.99,0.1364871447
,0.97,-44.05,0.99,0.1225040282
,0.97,-44.38,0.99,0.109156532
,0.97,-48.11,0.99,0.0979683859
,0.97,-48.94,0.99,0.0900400111
,0.97,-49.25,0.99,0.0823185154
,0.97,-49.08,0.99,0.0772859776
,0.97,-48.15,0.99,0.0732434426
,0.97,-47.09,0.99,0.0748011041
,0.97,-46.99,0.99,0.0809811036
,0.97,-46.66,0.99,0.094290395
,0.97,-47.06,0.99,0.1068974497
,0.97,-49.28,0.99,0.1151814474
,0.97,-50.77,0.99,0.1102591108
,0.97,-48.31,0.99,0.095424367
,0.97,-43.99,0.99,0.069284688
,0.97,-43.31,0.99,0.0517092694
,0.97,-39.02,0.99,0.0485978556
,0.97,-46.57,0.99,0.0601640494
,0.97,-43.28,0.99,0.0618289003
,0.97,-40.22,0.99,0.0700103293
,0.97,-39.52,0.99,0.0917681877
,0.97,-39.65,0.99,0.1385227473
,0.97,-45.7,0.99,0.180201344
,0.97,-55.12,0.99,0.1713573329
,0.97,-72.92,0.99,0.1538017634
,0.97,-72.01,0.99,0.1370442046
,0.97,-72.06,0.99,0.1229976738
,0.97,-71.95,0.99,0.1130437316
,0.97,-71.56,0.99,0.1033495226
,0.97,-66.25,0.99,0.0970312553
,0.97,-62.79,0.99,0.0919559201
,0.97,-60.08,0.99,0.0939115381
,0.97,-52.06,0.99,0.1016704243
,0.97,-49.59,0.99,0.1183800176
,0.97,-50.42,0.99,0.1342079644
,0.97,-54.85,0.99,0.1446083854
,0.97,-60.75,0.99,0.1384284739
,0.97,-56.05,0.99,0.1198037005
,0.97,-48.21,0.99,0.0869857697
,0.97,-47.91,0.99,0.0649201249
,0.97,-46.2,0.99,0.0610137968
,0.97,-42.62,0.99,0.0728340042
,0.97,-41.55,0.99,0.075176995
,0.97,-39.2,0.99,0.0795252088
,0.97,-37.27,0.99,0.0925075248
,0.97,-38.24,0.99,0.1257445746
,0.97,-41.33,0.99,0.1681132618
,0.97,-53.02,0.99,0.1857637523
,0.97,-69.74,0.99,0.1743855478
,0.97,-72.34,0.99,0.1564204245
,0.97,-72.81,0.99,0.1422724912
,0.97,-72.05,0.99,0.1302206864
,0.97,-72.96,0.99,0.1216831593
,0.97,-70.56,0.99,0.1171427234
,0.97,-65.27,0.99,0.1158653354
,0.97,-60.17,0.99,0.1174421221
,0.97,-58.99,0.99,0.1223781601
,0.97,-56.07,0.99,0.1329216783
,0.97,-56.07,0.99,0.1443507254
,0.97,-64.88,0.99,0.1514068015
,0.97,-70.04,0.99,0.1449937513
,0.97,-67.78,0.99,0.1314085049
,0.97,-55.02,0.99,0.1054664948
,0.97,-49.86,0.99,0.0756623425
,0.97,-46.27,0.99,0.0713281371
,0.97,-42.63,0.99,0.0884983067
,0.97,-39.94,0.99,0.091345201
,0.97,-38.94,0.99,0.0966285787
,0.97,-36.39,0.99,0.1124029825
,0.97,-37.96,0.99,0.1527882757
,0.97,-43.48,0.99,0.2042691343
,0.97,-55.48,0.99,0.2257156899
,0.97,-70.46,0.99,0.2118903917
,0.97,-70.09,0.99,0.1900615357
,0.97,-72.43,0.99,0.1728708271
,0.97,-70.1,0.99,0.1582270583
,0.97,-68.03,0.99,0.1478533779
,0.97,-62.03,0.99,0.142336437
,0.97,-63.64,0.99,0.140784323
,0.97,-57.24,0.99,0.1427002269
,0.97,-56.98,0.99,0.1486978514
,0.97,-54.01,0.99,0.1615089486
,0.97,-57.74,0.99,0.1753960241
,0.97,-60.46,0.99,0.1839696401
,0.97,-70.52,0.99,0.1761773446
,0.97,-70.29,0.99,0.1596703393
,0.97,-53.64,0.99,0.1281490191
,0.97,-50.04,0.99,0.0919349314
,0.97,-47.94,0.99,0.0866685749
,0.97,-40.09,0.99,0.0805337788
,0.97,-39.01,0.99,0.0831244629
,0.97,-36.7,0.99,0.0879323558
,0.97,-36.31,0.99,0.1022871201
,0.97,-36.3,0.99,0.139037883
,0.97,-37.74,0.99,0.1858856502
,0.97,-45.93,0.99,0.2054020934
,0.97,-60.98,0.99,0.192821022
,0.97,-62.26,0.99,0.1729566842
,0.97,-64,0.99,0.1573130772
,0.97,-60.79,0.99,0.1439871948
,0.97,-65.08,0.99,0.134547108
,0.97,-65.71,0.99,0.129526672
,0.97,-62.93,0.99,0.1281142426
,0.97,-61.01,0.99,0.1298577221
,0.97,-56.04,0.99,0.135315582
,0.97,-55.55,0.99,0.1469737268
,0.97,-56.36,0.99,0.1596110157
,0.97,-59.59,0.99,0.1674130372
,0.97,-67.57,0.99,0.1603220202
,0.97,-64.49,0.99,0.1453005856
,0.97,-52.9,0.99,0.1166160704
,0.97,-49.31,0.99,0.0836611198
,0.97,-46.69,0.99,0.0788687163
,0.97,-45.17,0.99,0.0884983067
,0.97,-41.83,0.99,0.091345201
,0.97,-39.97,0.99,0.0966285787
,0.97,-36.57,0.99,0.1124029825
,0.97,-38.37,0.99,0.1527882757
,0.97,-43.43,0.99,0.2042691343
,0.97,-51.01,0.99,0.2257156899
,0.97,-64.1,0.99,0.2118903917
,0.97,-65.04,0.99,0.1900615357
,0.97,-63.08,0.99,0.1728708271
,0.97,-62.31,0.99,0.1582270583
,0.97,-67.35,0.99,0.1478533779
,0.97,-64.08,0.99,0.142336437
,0.97,-62.17,0.99,0.140784323
,0.97,-62.1,0.99,0.1427002269
,0.97,-58.1,0.99,0.1486978514
,0.97,-54.03,0.99,0.1615089486
,0.97,-53.25,0.99,0.1753960241
,0.97,-60.01,0.99,0.1839696401
,0.97,-67.53,0.99,0.1761773446
,0.97,-63.1,0.99,0.1596703393
,0.97,-52.92,0.99,0.1281490191
,0.97,-47.98,0.99,0.0919349314
,0.97,-46.95,0.99,0.0866685749
,0.97,-47.1,0.99,0.0966308533
,0.97,-43.94,0.99,0.0997393628
,0.97,-39.69,0.99,0.1055082562
,0.97,-40.83,0.99,0.1227322478
,0.97,-38.19,0.99,0.1668287453
,0.97,-39.03,0.99,0.2230404343
,0.97,-37.79,0.99,0.2464578199
,0.97,-39.02,0.99,0.2313620466
,0.97,-46.37,0.99,0.2075272292
,0.97,-47.39,0.99,0.1887567815
,0.97,-48.83,0.99,0.1727673245
,0.97,-50.21,0.99,0.1614403552
,0.97,-50.53,0.99,0.1554164355
,0.97,-47.88,0.99,0.15372169
,0.97,-43.25,0.99,0.1558136558
,0.97,-41.07,0.99,0.1623624316
,0.97,-39.07,0.99,0.1763508039
,0.97,-44.4,0.99,0.1915140313
,0.97,-48.1,0.99,0.2008755193
,0.97,-56.08,0.99,0.1923671513
,0.97,-59.17,0.99,0.1743432356
,0.97,-51.71,0.99,0.1399252656
,0.97,-50.33,0.99,0.1003832865
,0.97,-47.17,0.99,0.0946329785
,0.97,-45.39,0.99,0.1048325081
,0.97,-41.06,0.99,0.1082048559
,0.97,-36.03,0.99,0.1144633908
,0.97,-33.91,0.99,0.1331492885
,0.97,-32.73,0.99,0.1809885268
,0.97,-36.72,0.99,0.2419712475
,0.97,-36.46,0.99,0.2673762106
,0.97,-41.27,0.99,0.2509991663
,0.97,-46.27,0.99,0.2251413414
,0.97,-48.77,0.99,0.2047777303
,0.97,-49.99,0.99,0.1874311497
,0.97,-49.95,0.99,0.175142791
,0.97,-49.84,0.99,0.1686075841
,0.97,-48.37,0.99,0.1667689952
,0.97,-46.25,0.99,0.169038519
,0.97,-45.03,0.99,0.1761431296
,0.97,-44.15,0.99,0.1913187811
,0.97,-48.53,0.99,0.2077690049
,0.97,-49.26,0.99,0.2179250599
,0.97,-53.79,0.99,0.2086945344
,0.97,-53.55,0.99,0.1891408181
,0.97,-47.87,0.99,0.1518015834
,0.97,-49,0.99,0.1089034333
,0.97,-47.89,0.99,0.1026650613
,0.97,-36.71,0.99,0.0966308533
,0.97,-30.71,0.99,0.0997393628
,0.97,-30.42,0.99,0.1055082562
,0.97,-26.84,0.99,0.1227322478
,0.97,-27.96,0.99,0.1668287453
,0.97,-38.02,0.99,0.2230404343
,0.97,-48.07,0.99,0.2464578199
,0.97,-54.47,0.99,0.2313620466
,0.97,-56.05,0.99,0.2075272292
,0.97,-57.16,0.99,0.1887567815
,0.97,-58.08,0.99,0.1727673245
,0.97,-58.75,0.99,0.1614403552
,0.97,-56.78,0.99,0.1554164355
,0.97,-54.81,0.99,0.15372169
,0.97,-52.37,0.99,0.1558136558
,0.97,-49.87,0.99,0.1623624316
,0.97,-49.4,0.99,0.1763508039
,0.97,-50.04,0.99,0.1915140313
,0.97,-51.84,0.99,0.2008755193
,0.97,-56.01,0.99,0.1923671513
,0.97,-56.26,0.99,0.1743432356
,0.97,-49.98,0.99,0.1399252656
,0.97,-50.68,0.99,0.1003832865
,0.97,-48.9,0.99,0.0946329785
,0.97,-38.58,0.99,0.0538141503
,0.97,-36.88,0.99,0.0553032878
,0.97,-38.13,0.99,0.0626212235
,0.97,-39.03,0.99,0.0820826905
,0.97,-40.06,0.99,0.12390263
,0.97,-40.83,0.99,0.1611823392
,0.97,-49.04,0.99,0.1532717522
,0.97,-55.5,0.99,0.1375690516
,0.97,-60.02,0.99,0.1225801372
,0.97,-58.79,0.99,0.1100161205
,0.97,-57.79,0.99,0.1011127481
,0.97,-57.31,0.99,0.0924416957
,0.97,-56.65,0.99,0.0867902778
,0.97,-56.66,0.99,0.0822506091
,0.97,-55.94,0.99,0.0839998252
,0.97,-55,0.99,0.0909398146
,0.97,-53.16,0.99,0.105885826
,0.97,-55.09,0.99,0.1200432426
,0.97,-56.72,0.99,0.1293459711
,0.97,-62.92,0.99,0.1238183065
,0.97,-57.56,0.99,0.107159249
,0.97,-48.25,0.99,0.0778050237
,0.97,-46.99,0.99,0.058068255
,0.97,-41.87,0.99,0.0545742128
,0.97,-41.91,0.99,0.038063422
,0.97,-39.96,0.99,0.0380385314
,0.97,-36.46,0.99,0.0434964082
,0.97,-30.25,0.99,0.0564526365
,0.97,-34.01,0.99,0.0761936982
,0.97,-38.87,0.99,0.0967692037
,0.97,-53.06,0.99,0.0918694386
,0.97,-61.5,0.99,0.0821528187
,0.97,-61.02,0.99,0.0762173577
,0.97,-60.85,0.99,0.0690002102
,0.97,-59.14,0.99,0.0640920623
,0.97,-58.77,0.99,0.0562430112
,0.97,-56.89,0.99,0.0528264399
,0.97,-56.2,0.99,0.0496717223
,0.97,-56.55,0.99,0.0489072787
,0.97,-52.02,0.99,0.0522653492
,0.97,-52.02,0.99,0.0613177638
,0.97,-53.9,0.99,0.0683730977
,0.97,-56.58,0.99,0.0760515999
,0.97,-60.77,0.99,0.074334865
,0.97,-59.53,0.99,0.0651754444
,0.97,-49.46,0.99,0.0515563703
,0.97,-44.7,0.99,0.0430107203
,0.97,-39.98,0.99,0.0398219102
,0.97,-26.9,0.99,0.038063422
,0.97,-27.4,0.99,0.0380385314
,0.97,-26.46,0.99,0.0434964082
,0.97,-26.46,0.99,0.0564526365
,0.97,-27.39,0.99,0.0761936982
,0.97,-33.35,0.99,0.0967692037
,0.97,-47.74,0.99,0.0918694386
,0.97,-53.96,0.99,0.0821528187
,0.97,-57.64,0.99,0.0762173577
,0.97,-58.48,0.99,0.0690002102
,0.97,-60,0.99,0.0640920623
,0.97,-60.14,0.99,0.0562430112
,0.97,-57.66,0.99,0.0528264399
,0.97,-57.02,0.99,0.0496717223
,0.97,-55,0.99,0.0489072787
,0.97,-52.06,0.99,0.0522653492
,0.97,-50.03,0.99,0.0613177638
,0.97,-53.38,0.99,0.0683730977
,0.97,-57.09,0.99,0.0760515999
,0.97,-61.31,0.99,0.074334865
,0.97,-63.47,0.99,0.0651754444
,0.97,-53.44,0.99,0.0515563703
,0.97,-50.15,0.99,0.0430107203
,0.97,-43.93,0.99,0.0398219102
,0.97,-24.55,0.99,0.0479210266
,0.97,-26.43,0.99,0.0492470904
,0.97,-20.95,0.99,0.0557636477
,0.97,-18.54,0.99,0.0730939126
,0.97,-20.09,0.99,0.1103342002
,0.97,-33.31,0.99,0.1435314527
,0.97,-44.31,0.99,0.1364871447
,0.97,-54.43,0.99,0.1225040282
,0.97,-52.04,0.99,0.109156532
,0.97,-51.99,0.99,0.0979683859
,0.97,-49.73,0.99,0.0900400111
,0.97,-49.87,0.99,0.0823185154
,0.97,-49.64,0.99,0.0772859776
,0.97,-48.05,0.99,0.0732434426
,0.97,-45.45,0.99,0.0748011041
,0.97,-43.05,0.99,0.0809811036
,0.97,-42.91,0.99,0.094290395
,0.97,-46.59,0.99,0.1068974497
,0.97,-49.34,0.99,0.1151814474
,0.97,-54.07,0.99,0.1102591108
,0.97,-54.06,0.99,0.095424367
,0.97,-46.65,0.99,0.069284688
,0.97,-43.58,0.99,0.0517092694
,0.97,-42.96,0.99,0.0485978556
,0.97,-34.1,0.99,0.0538141503
,0.97,-32.01,0.99,0.0553032878
,0.97,-32.09,0.99,0.0626212235
,0.97,-26.37,0.99,0.0820826905
,0.97,-23.32,0.99,0.12390263
,0.97,-20.54,0.99,0.1611823392
,0.97,-25.45,0.99,0.1532717522
,0.97,-19.06,0.99,0.1375690516
,0.97,-27.88,0.99,0.1225801372
,0.97,-34.4,0.99,0.1100161205
,0.97,-41.91,0.99,0.1011127481
,0.97,-47.99,0.99,0.0924416957
,0.97,-43.13,0.99,0.0867902778
,0.97,-31.94,0.99,0.0822506091
,0.97,-28.31,0.99,0.0839998252
,0.97,-26.33,0.99,0.0909398146
,0.97,-21.57,0.99,0.105885826
,0.97,-28.39,0.99,0.1200432426
,0.97,-39,0.99,0.1293459711
,0.97,-50.65,0.99,0.1238183065
,0.97,-53.37,0.99,0.107159249
,0.97,-47.94,0.99,0.0778050237
,0.97,-46.09,0.99,0.058068255
,0.97,-30.69,0.99,0.0545742128
,0.97,-39.36,0.99,0.0479210266
,0.97,-38.13,0.99,0.0492470904
,0.97,-33.52,0.99,0.0557636477
,0.97,-32.04,0.99,0.0730939126
,0.97,-29.77,0.99,0.1103342002
,0.97,-33.02,0.99,0.1435314527
,0.97,-39.05,0.99,0.1364871447
,0.97,-37.09,0.99,0.1225040282
,0.97,-45.84,0.99,0.109156532
,0.97,-48.24,0.99,0.0979683859
,0.97,-47.09,0.99,0.0900400111
,0.97,-46.61,0.99,0.0823185154
,0.97,-46.52,0.99,0.0772859776
,0.97,-41.99,0.99,0.0732434426
,0.97,-38.46,0.99,0.0748011041
,0.97,-36.77,0.99,0.0809811036
,0.97,-39.07,0.99,0.094290395
,0.97,-41.97,0.99,0.1068974497
,0.97,-48.07,0.99,0.1151814474
,0.97,-51.08,0.99,0.1102591108
,0.97,-52.01,0.99,0.095424367
,0.97,-48.01,0.99,0.069284688
,0.97,-46.03,0.99,0.0517092694
,0.97,-41.76,0.99,0.0485978556
,0.97,-39.92,0.99,0.0538141503
,0.97,-36.51,0.99,0.0553032878
,0.97,-32.56,0.99,0.0626212235
,0.97,-22.78,0.99,0.0820826905
,0.97,-22.98,0.99,0.12390263
,0.97,-25.03,0.99,0.1611823392
,0.97,-43.55,0.99,0.1532717522
,0.97,-55.3,0.99,0.1375690516
,0.97,-60.73,0.99,0.1225801372
,0.97,-58.45,0.99,0.1100161205
,0.97,-57.64,0.99,0.1011127481
,0.97,-55.75,0.99,0.0924416957
,0.97,-54.02,0.99,0.0867902778
,0.97,-48.13,0.99,0.0822506091
,0.97,-47.01,0.99,0.0839998252
,0.97,-43.55,0.99,0.0909398146
,0.97,-43.66,0.99,0.105885826
,0.97,-46.78,0.99,0.1200432426
,0.97,-47.58,0.99,0.1293459711
,0.97,-51.68,0.99,0.1238183065
,0.97,-51.29,0.99,0.107159249
,0.97,-45.21,0.99,0.0778050237
,0.97,-44.27,0.99,0.058068255
,0.97,-39.98,0.99,0.0545742128
,0.97,-32.4,0.99,0.0884983067
,0.97,-29.91,0.99,0.091345201
,0.97,-25.89,0.99,0.0966285787
,0.97,-23.54,0.99,0.1124029825
,0.97,-26.29,0.99,0.1527882757
,0.97,-39.08,0.99,0.2042691343
