class,ExtractionTurbine,Sink,BackpressureTurbine,Sink
label,extr_turbine,electrical_demand,bp_turbine,heat_demand
source,extr_turbine,electrical_balance,bp_turbine,heat_balance
target,electrical_balance,electrical_demand,electrical_balance,heat_demand
attribute,max,variable_costs,max,actual_value
,0.97,-36.46,0.99,0.0924416957
,0.97,-37.58,0.99,0.0867902778
,0.97,-29.84,0.99,0.0822506091
,0.97,-26.17,0.99,0.0839998252
,0.97,-18.31,0.99,0.0909398146
,0.97,-11.82,0.99,0.105885826
,0.97,-18.93,0.99,0.1200432426
,0.97,-26.52,0.99,0.1293459711
,0.97,-33.53,0.99,0.1238183065
,0.97,-42.73,0.99,0.107159249
,0.97,-44.8,0.99,0.0778050237
,0.97,-45.16,0.99,0.058068255
,0.97,-34.67,0.99,0.0545742128
,0.97,-32.38,0.99,0.0538141503
,0.97,-32.05,0.99,0.0553032878
,0.97,-28.68,0.99,0.0626212235
,0.97,-23.57,0.99,0.0820826905
,0.97,-26.22,0.99,0.12390263
,0.97,-28.65,0.99,0.1611823392
,0.97,-28.98,0.99,0.1532717522
,0.97,-32.5,0.99,0.1375690516
,0.97,-35.1,0.99,0.1225801372
,0.97,-39.99,0.99,0.1100161205
,0.97,-43.7,0.99,0.1011127481
,0.97,-43.9,0.99,0.0924416957
,0.97,-43.12,0.99,0.0867902778
,0.97,-38.71,0.99,0.0822506091
,0.97,-32.57,0.99,0.0839998252
,0.97,-29.11,0.99,0.0909398146
,0.97,-30.26,0.99,0.105885826
,0.97,-33.21,0.99,0.1200432426
,0.97,-38.27,0.99,0.1293459711
,0.97,-42.96,0.99,0.1238183065
,0.97,-44.84,0.99,0.107159249
,0.97,-40.74,0.99,0.0778050237
,0.97,-41.86,0.99,0.058068255
,0.97,-36.33,0.99,0.0545742128
,0.97,-36.07,0.99,0.0538141503
,0.97,-33.46,0.99,0.0553032878
,0.97,-31.73,0.99,0.0626212235
,0.97,-26.8,0.99,0.0820826905
,0.97,-28.31,0.99,0.12390263
,0.97,-37.34,0.99,0.1611823392
,0.97,-43.43,0.99,0.1532717522
,0.97,-53,0.99,0.1375690516
,0.97,-59.05,0.99,0.1225801372
,0.97,-60.06,0.99,0.1100161205
,0.97,-59.93,0.99,0.1011127481
,0.97,-52.08,0.99,0.0924416957
,0.97,-48.99,0.99,0.0867902778
,0.97,-47.37,0.99,0.0822506091
,0.97,-42.39,0.99,0.0839998252
,0.97,-39.31,0.99,0.0909398146
,0.97,-38.25,0.99,0.105885826
,0.97,-38.34,0.99,0.1200432426
,0.97,-41.07,0.99,0.1293459711
,0.97,-44.48,0.99,0.1238183065
,0.97,-48.87,0.99,0.107159249
,0.97,-46.97,0.99,0.0778050237
,0.97,-44.34,0.99,0.058068255
,0.97,-38.15,0.99,0.0545742128
,0.97,-38.04,0.99,0.0538141503
,0.97,-36.43,0.99,0.0553032878
,0.97,-33.3,0.99,0.0626212235
,0.97,-32.72,0.99,0.0820826905
,0.97,-31.23,0.99,0.12390263
,0.97,-33.37,0.99,0.1611823392
,0.97,-44.36,0.99,0.1532717522
,0.97,-50.04,0.99,0.1375690516
,0.97,-53.66,0.99,0.1225801372
,0.97,-53.95,0.99,0.1100161205
,0.97,-52.85,0.99,0.1011127481
,0.97,-52.41,0.99,0.0924416957
,0.97,-49.59,0.99,0.0867902778
,0.97,-48.93,0.99,0.0822506091
,0.97,-46.92,0.99,0.0839998252
,0.97,-42.25,0.99,0.0909398146
,0.97,-40.48,0.99,0.105885826
,0.97,-39.49,0.99,0.1200432426
,0.97,-41.55,0.99,0.1293459711
,0.97,-44.42,0.99,0.1238183065
,0.97,-48.47,0.99,0.107159249
,0.97,-44.95,0.99,0.0778050237
,0.97,-42.09,0.99,0.058068255
,0.97,-40.88,0.99,0.0545742128
,0.97,-34.77,0.99,0.0479210266
,0.97,-32.08,0.99,0.0492470904
,0.97,-29.72,0.99,0.0557636477
,0.97,-27.3,0.99,0.0730939126
,0.97,-29.47,0.99,0.1103342002
,0.97,-35.26,0.99,0.1435314527
,0.97,-44.85,0.99,0.1364871447
,0.97,-49.01,0.99,0.1225040282
,0.97,-52.35,0.99,0.109156532
,0.97,-53.26,0.99,0.0979683859
,0.97,-53.81,0.99,0.0900400111
,0.97,-51.5,0.99,0.0823185154
,0.97,-49.1,0.99,0.0772859776
,0.97,-49.7,0.99,0.0732434426
,0.97,-47.36,0.99,0.0748011041
,0.97,-47.01,0.99,0.0809811036
,0.97,-43.5,0.99,0.094290395
,0.97,-45.66,0.99,0.1068974497
,0.97,-48.07,0.99,0.1151814474
,0.97,-49.3,0.99,0.1102591108
,0.97,-51.8,0.99,0.095424367
,0.97,-44.55,0.99,0.069284688
,0.97,-43.35,0.99,0.0517092694
,0.97,-39.92,0.99,0.0485978556
,0.97,-39.54,0.99,0.0601640494
,0.97,-35.23,0.99,0.0618289003
,0.97,-33,0.99,0.0700103293
,0.97,-32.4,0.99,0.0917681877
,0.97,-33.39,0.99,0.1385227473
,0.97,-43.35,0.99,0.180201344
,0.97,-68.49,0.99,0.1713573329
,0.97,-74.92,0.99,0.1538017634
,0.97,-74.91,0.99,0.1370442046
,0.97,-74.94,0.99,0.1229976738
,0.97,-63.59,0.99,0.1130437316
,0.97,-58.92,0.99,0.1033495226
,0.97,-54.04,0.99,0.0970312553
,0.97,-54.9,0.99,0.0919559201
,0.97,-48.84,0.99,0.0939115381
,0.97,-45.22,0.99,0.1016704243
,0.97,-43.04,0.99,0.1183800176
,0.97,-40.85,0.99,0.1342079644
,0.97,-44.1,0.99,0.1446083854
,0.97,-48.28,0.99,0.1384284739
,0.97,-49.24,0.99,0.1198037005
,0.97,-47.71,0.99,0.0869857697
,0.97,-46.02,0.99,0.0649201249
,0.97,-41.85,0.99,0.0610137968
,0.97,-36.49,0.99,0.0479210266
,0.97,-31.31,0.99,0.0492470904
,0.97,-26.77,0.99,0.0557636477
,0.97,-20.97,0.99,0.0730939126
,0.97,-18.04,0.99,0.1103342002
,0.97,-19.13,0.99,0.1435314527
,0.97,-18,0.99,0.1364871447
,0.97,-19.12,0.99,0.1225040282
,0.97,-28.59,0.99,0.109156532
,0.97,-34.71,0.99,0.0979683859
,0.97,-37.9,0.99,0.0900400111
,0.97,-41.8,0.99,0.0823185154
,0.97,-40.46,0.99,0.0772859776
,0.97,-29.38,0.99,0.0732434426
,0.97,-23.07,0.99,0.0748011041
,0.97,-7.88,0.99,0.0809811036
,0.97,-10.34,0.99,0.094290395
,0.97,-18.14,0.99,0.1068974497
,0.97,-32.61,0.99,0.1151814474
,0.97,-42.03,0.99,0.1102591108
,0.97,-49.96,0.99,0.095424367
,0.97,-49.73,0.99,0.069284688
,0.97,-49.66,0.99,0.0517092694
,0.97,-44.37,0.99,0.0485978556
,0.97,-30.23,0.99,0.0538141503
,0.97,-19.45,0.99,0.0553032878
,0.97,-7.31,0.99,0.0626212235
,0.97,-19.15,0.99,0.0820826905
,0.97,-17.13,0.99,0.12390263
,0.97,-18.2,0.99,0.1611823392
,0.97,-9.96,0.99,0.1532717522
,0.97,-18.01,0.99,0.1375690516
,0.97,-29,0.99,0.1225801372
,0.97,-37.72,0.99,0.1100161205
,0.97,-40.35,0.99,0.1011127481
,0.97,-43.02,0.99,0.0924416957
,0.97,-42.73,0.99,0.0867902778
,0.97,-33,0.99,0.0822506091
,0.97,-28.16,0.99,0.0839998252
,0.97,-19.47,0.99,0.0909398146
,0.97,-17.69,0.99,0.105885826
,0.97,-22.24,0.99,0.1200432426
,0.97,-29.44,0.99,0.1293459711
,0.97,-38.59,0.99,0.1238183065
,0.97,-47.2,0.99,0.107159249
,0.97,-47.02,0.99,0.0778050237
,0.97,-48.67,0.99,0.058068255
,0.97,-39.51,0.99,0.0545742128
,0.97,-35.01,0.99,0.0601640494
,0.97,-31.96,0.99,0.0618289003
,0.97,-31.72,0.99,0.0700103293
,0.97,-28.9,0.99,0.0917681877
,0.97,-25.69,0.99,0.1385227473
,0.97,-29.61,0.99,0.180201344
,0.97,-32.92,0.99,0.1713573329
,0.97,-35.64,0.99,0.1538017634
,0.97,-38.99,0.99,0.1370442046
,0.97,-45.25,0.99,0.1229976738
,0.97,-45.86,0.99,0.1130437316
,0.97,-45.46,0.99,0.1033495226
,0.97,-44.76,0.99,0.0970312553
,0.97,-39.59,0.99,0.0919559201
,0.97,-35.5,0.99,0.0939115381
,0.97,-33.92,0.99,0.1016704243
,0.97,-32.77,0.99,0.1183800176
,0.97,-33.91,0.99,0.1342079644
,0.97,-38.92,0.99,0.1446083854
,0.97,-39.72,0.99,0.1384284739
,0.97,-44.31,0.99,0.1198037005
,0.97,-40.64,0.99,0.0869857697
,0.97,-41.98,0.99,0.0649201249
,0.97,-34.9,0.99,0.0610137968
,0.97,-35.95,0.99,0.0425276927
,0.97,-32.09,0.99,0.0437045129
,0.97,-32.09,0.99,0.0494876558
,0.97,-32.47,0.99,0.0648674636
,0.97,-32.92,0.99,0.0979164948
,0.97,-33.62,0.99,0.1273775196
,0.97,-32.4,0.99,0.1211260224
,0.97,-36.11,0.99,0.1087166539
,0.97,-40.6,0.99,0.0968713689
,0.97,-44.57,0.99,0.0869424071
,0.97,-46.09,0.99,0.0799063416
,0.97,-53.84,0.99,0.0730538716
,0.97,-45.91,0.99,0.0685877272
,0.97,-39.71,0.99,0.0650001646
,0.97,-35.07,0.99,0.0663825171
,0.97,-32.59,0.99,0.0718669805
,0.97,-35.87,0.99,0.0836783605
,0.97,-37.38,0.99,0.0948665379
,0.97,-42.25,0.99,0.1022182024
,0.97,-44.15,0.99,0.0978498565
,0.97,-49.33,0.99,0.0846847081
,0.97,-46.15,0.99,0.0614869531
,0.97,-44.83,0.99,0.0458895827
,0.97,-34.34,0.99,0.0431283471
,0.97,-32.32,0.99,0.0425276927
,0.97,-28.91,0.99,0.0437045129
,0.97,-24.16,0.99,0.0494876558
,0.97,-21.96,0.99,0.0648674636
,0.97,-25.46,0.99,0.0979164948
,0.97,-31.55,0.99,0.1273775196
,0.97,-36.22,0.99,0.1211260224
,0.97,-49.99,0.99,0.1087166539
,0.97,-47.15,0.99,0.0968713689
,0.97,-46.7,0.99,0.0869424071
,0.97,-45.98,0.99,0.0799063416
,0.97,-42.04,0.99,0.0730538716
,0.97,-40.54,0.99,0.0685877272
,0.97,-40.99,0.99,0.0650001646
,0.97,-39.34,0.99,0.0663825171
,0.97,-37.28,0.99,0.0718669805
,0.97,-37.42,0.99,0.0836783605
,0.97,-36.45,0.99,0.0948665379
,0.97,-41.11,0.99,0.1022182024
,0.97,-42.03,0.99,0.0978498565
,0.97,-51.93,0.99,0.0846847081
,0.97,-48.75,0.99,0.0614869531
,0.97,-44.33,0.99,0.0458895827
,0.97,-38.47,0.99,0.0431283471
,0.97,-27.58,0.99,0.0425276927
,0.97,-22.55,0.99,0.0437045129
,0.97,-19.91,0.99,0.0494876558
,0.97,-18.7,0.99,0.0648674636
,0.97,-12.05,0.99,0.0979164948
,0.97,-27.51,0.99,0.1273775196
,0.97,-38.58,0.99,0.1211260224
,0.97,-52.35,0.99,0.1087166539
,0.97,-46.01,0.99,0.0968713689
,0.97,-45.91,0.99,0.0869424071
,0.97,-44.98,0.99,0.0799063416
,0.97,-44.72,0.99,0.0730538716
,0.97,-41.52,0.99,0.0685877272
,0.97,-39.46,0.99,0.0650001646
,0.97,-35.05,0.99,0.0663825171
,0.97,-36.73,0.99,0.0718669805
,0.97,-36.64,0.99,0.0836783605
,0.97,-36.59,0.99,0.0948665379
,0.97,-39.11,0.99,0.1022182024
,0.97,-45.63,0.99,0.0978498565
,0.97,-45.68,0.99,0.0846847081
,0.97,-38.62,0.99,0.0614869531
,0.97,-38.72,0.99,0.0458895827
,0.97,-33.44,0.99,0.0431283471
,0.97,-32.03,0.99,0.0601640494
,0.97,-25.03,0.99,0.0618289003
,0.97,-22.55,0.99,0.0700103293
,0.97,-19.07,0.99,0.0917681877
,0.97,-19.09,0.99,0.1385227473
,0.97,-28.92,0.99,0.180201344
,0.97,-42.2,0.99,0.1713573329
,0.97,-39.09,0.99,0.1538017634
,0.97,-41.22,0.99,0.1370442046
,0.97,-45.78,0.99,0.1229976738
,0.97,-45.77,0.99,0.1130437316
,0.97,-46.05,0.99,0.1033495226
,0.97,-45.34,0.99,0.0970312553
,0.97,-43.83,0.99,0.0919559201
,0.97,-42.97,0.99,0.0939115381
,0.97,-39.65,0.99,0.1016704243
,0.97,-40.11,0.99,0.1183800176
,0.97,-36.44,0.99,0.1342079644
,0.97,-38.66,0.99,0.1446083854
,0.97,-41.07,0.99,0.1384284739
,0.97,-41.87,0.99,0.1198037005
,0.97,-39.91,0.99,0.0869857697
,0.97,-36.69,0.99,0.0649201249
,0.97,-32.14,0.99,0.0610137968
,0.97,-23.58,0.99,0.0728340042
,0.97,-16.16,0.99,0.075176995
,0.97,-13.48,0.99,0.0795252088
,0.97,-9.22,0.99,0.0925075248
,0.97,-7.94,0.99,0.1257445746
,0.97,-16.48,0.99,0.1681132618
,0.97,-37.12,0.99,0.1857637523
,0.97,-45.72,0.99,0.1743855478
,0.97,-49.16,0.99,0.1564204245
,0.97,-49.49,0.99,0.1422724912
,0.97,-47.46,0.99,0.1302206864
,0.97,-47.08,0.99,0.1216831593
,0.97,-46.98,0.99,0.1171427234
,0.97,-46.23,0.99,0.1158653354
,0.97,-45.74,0.99,0.1174421221
,0.97,-41.08,0.99,0.1223781601
,0.97,-38.37,0.99,0.1329216783
,0.97,-38.14,0.99,0.1443507254
,0.97,-40.32,0.99,0.1514068015
,0.97,-46.03,0.99,0.1449937513
,0.97,-46.23,0.99,0.1314085049
,0.97,-40.07,0.99,0.1054664948
,0.97,-37.6,0.99,0.0756623425
,0.97,-32.37,0.99,0.0713281371
,0.97,-23.77,0.99,0.0728340042
,0.97,-15.05,0.99,0.075176995
,0.97,-15.05,0.99,0.0795252088
,0.97,-12.42,0.99,0.0925075248
,0.97,-8.14,0.99,0.1257445746
,0.97,-4.89,0.99,0.1681132618
,0.97,-8.46,0.99,0.1857637523
,0.97,-13.27,0.99,0.1743855478
,0.97,-16.36,0.99,0.1564204245
,0.97,-24.97,0.99,0.1422724912
,0.97,-22.57,0.99,0.1302206864
,0.97,-22.98,0.99,0.1216831593
,0.97,-22.77,0.99,0.1171427234
,0.97,-13.23,0.99,0.1158653354
,0.97,-11.71,0.99,0.1174421221
,0.97,-7.12,0.99,0.1223781601
,0.97,-8.26,0.99,0.1329216783
,0.97,-14.48,0.99,0.1443507254
,0.97,-24.75,0.99,0.1514068015
,0.97,-34.89,0.99,0.1449937513
,0.97,-46.39,0.99,0.1314085049
,0.97,-42.66,0.99,0.1054664948
,0.97,-38.59,0.99,0.0756623425
,0.97,-25.54,0.99,0.0713281371
,0.97,-32.08,0.99,0.0425276927
,0.97,-24.8,0.99,0.0437045129
,0.97,-19.12,0.99,0.0494876558
,0.97,-14.02,0.99,0.0648674636
,0.97,-7.94,0.99,0.0979164948
,0.97,-19.31,0.99,0.1273775196
,0.97,-18.21,0.99,0.1211260224
,0.97,-22.61,0.99,0.1087166539
,0.97,-29.41,0.99,0.0968713689
,0.97,-33.56,0.99,0.0869424071
,0.97,-32.7,0.99,0.0799063416
,0.97,-33.59,0.99,0.0730538716
,0.97,-33.75,0.99,0.0685877272
,0.97,-30,0.99,0.0650001646
,0.97,-30.73,0.99,0.0663825171
,0.97,-31.97,0.99,0.0718669805
,0.97,-31.21,0.99,0.0836783605
,0.97,-36.91,0.99,0.0948665379
,0.97,-46.06,0.99,0.1022182024
,0.97,-46.85,0.99,0.0978498565
,0.97,-38.01,0.99,0.0846847081
,0.97,-33.37,0.99,0.0614869531
,0.97,-35.01,0.99,0.0458895827
,0.97,-27.93,0.99,0.0431283471
,0.97,-28.01,0.99,0.0376604445
,0.97,-25.85,0.99,0.038702579
,0.97,-22.58,0.99,0.0438238475
,0.97,-19.18,0.99,0.057443453
,0.97,-22.68,0.99,0.0867100585
,0.97,-32.02,0.99,0.1127993011
,0.97,-39.63,0.99,0.1072632809
,0.97,-36.02,0.99,0.0962741511
,0.97,-47.07,0.99,0.0857845461
,0.97,-48.75,0.99,0.0769919432
,0.97,-46.32,0.99,0.0707611477
,0.97,-47.96,0.99,0.0646929354
,0.97,-46.99,0.99,0.0607379364
,0.97,-42.66,0.99,0.0575609665
,0.97,-42.02,0.99,0.0587851102
,0.97,-38.41,0.99,0.0636418827
,0.97,-33.96,0.99,0.0741014631
,0.97,-37.05,0.99,0.0840091658
,0.97,-44.31,0.99,0.0905194403
,0.97,-46.63,0.99,0.0866510469
,0.97,-39.34,0.99,0.0749926354
,0.97,-39.21,0.99,0.0544498382
,0.97,-38.84,0.99,0.0406375699
,0.97,-30.12,0.99,0.0381923547
,0.97,-22.98,0.99,0.0479210266
,0.97,-21.01,0.99,0.0492470904
,0.97,-16.87,0.99,0.0557636477
,0.97,-13.18,0.99,0.0730939126
,0.97,-18.24,0.99,0.1103342002
,0.97,-29.19,0.99,0.1435314527
,0.97,-44.3,0.99,0.1364871447
,0.97,-49.06,0.99,0.1225040282
,0.97,-40.92,0.99,0.109156532
,0.97,-40.24,0.99,0.0979683859
,0.97,-43.76,0.99,0.0900400111
,0.97,-42.29,0.99,0.0823185154
,0.97,-39.87,0.99,0.0772859776
,0.97,-38.68,0.99,0.0732434426
,0.97,-36.05,0.99,0.0748011041
,0.97,-38.59,0.99,0.0809811036
,0.97,-35.79,0.99,0.094290395
,0.97,-37.02,0.99,0.1068974497
,0.97,-40.82,0.99,0.1151814474
,0.97,-52.97,0.99,0.1102591108
,0.97,-43.64,0.99,0.095424367
,0.97,-38.61,0.99,0.069284688
,0.97,-34.97,0.99,0.0517092694
,0.97,-30.11,0.99,0.0485978556
,0.97,-31.82,0.99,0.0425276927
,0.97,-27.66,0.99,0.0437045129
,0.97,-24.86,0.99,0.0494876558
,0.97,-24.99,0.99,0.0648674636
,0.97,-28.89,0.99,0.0979164948
,0.97,-32.93,0.99,0.1273775196
,0.97,-39.21,0.99,0.1211260224
,0.97,-41.04,0.99,0.1087166539
,0.97,-40.83,0.99,0.0968713689
,0.97,-41.44,0.99,0.0869424071
,0.97,-42,0.99,0.0799063416
,0.97,-42.92,0.99,0.0730538716
,0.97,-39.99,0.99,0.0685877272
,0.97,-38.81,0.99,0.0650001646
,0.97,-36.04,0.99,0.0663825171
,0.97,-33.83,0.99,0.0718669805
,0.97,-33.82,0.99,0.0836783605
,0.97,-34.98,0.99,0.0948665379
,0.97,-38.81,0.99,0.1022182024
,0.97,-48.42,0.99,0.0978498565
,0.97,-39.94,0.99,0.0846847081
,0.97,-38.3,0.99,0.0614869531
,0.97,-37.11,0.99,0.0458895827
,0.97,-27.09,0.99,0.0431283471
,0.97,-30.53,0.99,0.038063422
,0.97,-22.9,0.99,0.0380385314
,0.97,-20.07,0.99,0.0434964082
,0.97,-13.65,0.99,0.0564526365
,0.97,-14.49,0.99,0.0761936982
,0.97,-25.01,0.99,0.0967692037
,0.97,-33.94,0.99,0.0918694386
,0.97,-44.02,0.99,0.0821528187
,0.97,-44.9,0.99,0.0762173577
,0.97,-45.71,0.99,0.0690002102
,0.97,-45.07,0.99,0.0640920623
,0.97,-44.04,0.99,0.0562430112
,0.97,-41.62,0.99,0.0528264399
,0.97,-40.57,0.99,0.0496717223
,0.97,-39.21,0.99,0.0489072787
,0.97,-39.12,0.99,0.0522653492
,0.97,-39.49,0.99,0.0613177638
,0.97,-40.99,0.99,0.0683730977
,0.97,-50.99,0.99,0.0760515999
,0.97,-56.95,0.99,0.074334865
,0.97,-50.27,0.99,0.0651754444
,0.97,-40.08,0.99,0.0515563703
,0.97,-36.13,0.99,0.0430107203
,0.97,-34.49,0.99,0.0398219102
,0.97,-34.26,0.99,0.0538141503
,0.97,-31.63,0.99,0.0553032878
,0.97,-30.83,0.99,0.0626212235
,0.97,-26.08,0.99,0.0820826905
,0.97,-29.27,0.99,0.12390263
,0.97,-32.7,0.99,0.1611823392
,0.97,-44.54,0.99,0.1532717522
,0.97,-50.96,0.99,0.1375690516
,0.97,-55.5,0.99,0.1225801372
,0.97,-55.4,0.99,0.1100161205
,0.97,-55.1,0.99,0.1011127481
,0.97,-53.57,0.99,0.0924416957
,0.97,-52.65,0.99,0.0867902778
,0.97,-53.16,0.99,0.0822506091
,0.97,-48.93,0.99,0.0839998252
,0.97,-41.34,0.99,0.0909398146
,0.97,-46,0.99,0.105885826
,0.97,-46.72,0.99,0.1200432426
,0.97,-47.3,0.99,0.1293459711
,0.97,-54.95,0.99,0.1238183065
,0.97,-49.07,0.99,0.107159249
,0.97,-38.84,0.99,0.0778050237
,0.97,-39.03,0.99,0.058068255
,0.97,-35.54,0.99,0.0545742128
,0.97,-23.09,0.99,0.0376604445
,0.97,-21.62,0.99,0.038702579
,0.97,-14.58,0.99,0.0438238475
,0.97,-9.89,0.99,0.057443453
,0.97,-10.15,0.99,0.0867100585
,0.97,-13.74,0.99,0.1127993011
,0.97,-13.49,0.99,0.1072632809
,0.97,-10.23,0.99,0.0962741511
,0.97,-18.71,0.99,0.0857845461
,0.97,-28.03,0.99,0.0769919432
,0.97,-31.25,0.99,0.0707611477
,0.97,-33.91,0.99,0.0646929354
,0.97,-34.4,0.99,0.0607379364
,0.97,-30.11,0.99,0.0575609665
,0.97,-26.9,0.99,0.0587851102
,0.97,-26.58,0.99,0.0636418827
,0.97,-27.21,0.99,0.0741014631
,0.97,-29.37,0.99,0.0840091658
,0.97,-40.01,0.99,0.0905194403
,0.97,-55.49,0.99,0.0866510469
,0.97,-51.05,0.99,0.0749926354
,0.97,-47.93,0.99,0.0544498382
,0.97,-49.98,0.99,0.0406375699
,0.97,-38.91,0.99,0.0381923547
,0.97,-30.89,0.99,0.0376604445
,0.97,-28,0.99,0.038702579
,0.97,-24.2,0.99,0.0438238475
,0.97,-23.97,0.99,0.057443453
,0.97,-23.54,0.99,0.0867100585
,0.97,-22.96,0.99,0.1127993011
,0.97,-20.11,0.99,0.1072632809
,0.97,-26.69,0.99,0.0962741511
,0.97,-32.16,0.99,0.0857845461
,0.97,-40.78,0.99,0.0769919432
,0.97,-42.06,0.99,0.0707611477
,0.97,-41.97,0.99,0.0646929354
,0.97,-44.86,0.99,0.0607379364
,0.97,-36.38,0.99,0.0575609665
,0.97,-34.51,0.99,0.0587851102
,0.97,-34.92,0.99,0.0636418827
,0.97,-34.96,0.99,0.0741014631
,0.97,-36.14,0.99,0.0840091658
,0.97,-48.85,0.99,0.0905194403
,0.97,-52.24,0.99,0.0866510469
,0.97,-48.47,0.99,0.0749926354
,0.97,-35.79,0.99,0.0544498382
,0.97,-34.49,0.99,0.0406375699
,0.97,-28.94,0.99,0.0381923547
,0.97,-23.93,0.99,0.038063422
,0.97,-20.01,0.99,0.0380385314
,0.97,-19.13,0.99,0.0434964082
,0.97,-15.19,0.99,0.0564526365
,0.97,-18.04,0.99,0.0761936982
,0.97,-29.97,0.99,0.0967692037
,0.97,-38.35,0.99,0.0918694386
,0.97,-41.2,0.99,0.0821528187
,0.97,-43.19,0.99,0.0762173577
,0.97,-41.62,0.99,0.0690002102
,0.97,-41.9,0.99,0.0640920623
,0.97,-41.63,0.99,0.0562430112
,0.97,-39.28,0.99,0.0528264399
,0.97,-38.94,0.99,0.0496717223
,0.97,-37.39,0.99,0.0489072787
,0.97,-34.8,0.99,0.0522653492
,0.97,-35.76,0.99,0.0613177638
,0.97,-37.07,0.99,0.0683730977
,0.97,-45.6,0.99,0.0760515999
,0.97,-52.59,0.99,0.074334865
,0.97,-45.99,0.99,0.0651754444
,0.97,-40.05,0.99,0.0515563703
,0.97,-38.41,0.99,0.0430107203
,0.97,-36.14,0.99,0.0398219102
,0.97,-34.93,0.99,0.0337224717
,0.97,-33.25,0.99,0.0337004197
,0.97,-31.89,0.99,0.0385358519
,0.97,-29.73,0.99,0.0500144846
,0.97,-31.46,0.99,0.0675041731
,0.97,-35,0.99,0.0857331411
,0.97,-43.99,0.99,0.0813921706
,0.97,-50.12,0.99,0.0727836846
,0.97,-50.98,0.99,0.0675251343
,0.97,-50.57,0.99,0.0611310678
,0.97,-50.91,0.99,0.0567826706
,0.97,-49.92,0.99,0.0498287661
,0.97,-50.06,0.99,0.0468018383
,0.97,-42.5,0.99,0.0440069011
,0.97,-38.98,0.99,0.0433296386
,0.97,-37.4,0.99,0.0463047373
,0.97,-37.62,0.99,0.0543247675
,0.97,-38.64,0.99,0.0605754745
,0.97,-49.02,0.99,0.0673782804
,0.97,-51.04,0.99,0.0658573309
,0.97,-42.22,0.99,0.0577424981
,0.97,-39.47,0.99,0.0456766141
,0.97,-37.84,0.99,0.0381055544
,0.97,-32.91,0.99,0.0352804127
,0.97,-36.07,0.99,0.038063422
,0.97,-34.94,0.99,0.0380385314
,0.97,-31.59,0.99,0.0434964082
,0.97,-30.61,0.99,0.0564526365
,0.97,-31.34,0.99,0.0761936982
,0.97,-34.94,0.99,0.0967692037
,0.97,-42.36,0.99,0.0918694386
,0.97,-50.99,0.99,0.0821528187
,0.97,-49.96,0.99,0.0762173577
,0.97,-49.32,0.99,0.0690002102
,0.97,-49.91,0.99,0.0640920623
,0.97,-49.38,0.99,0.0562430112
,0.97,-43.82,0.99,0.0528264399
,0.97,-39.79,0.99,0.0496717223
,0.97,-38.98,0.99,0.0489072787
,0.97,-37.57,0.99,0.0522653492
,0.97,-35.79,0.99,0.0613177638
,0.97,-36.66,0.99,0.0683730977
,0.97,-44.01,0.99,0.0760515999
,0.97,-52.64,0.99,0.074334865
,0.97,-44.09,0.99,0.0651754444
,0.97,-38.91,0.99,0.0515563703
,0.97,-39.01,0.99,0.0430107203
,0.97,-35,0.99,0.0398219102
,0.97,-34.11,0.99,0.0601640494
,0.97,-32.01,0.99,0.0618289003
,0.97,-31.95,0.99,0.0700103293
,0.97,-31.55,0.99,0.0917681877
,0.97,-33.9,0.99,0.1385227473
,0.97,-38.67,0.99,0.180201344
,0.97,-41.99,0.99,0.1713573329
,0.97,-54.39,0.99,0.1538017634
,0.97,-66.09,0.99,0.1370442046
,0.97,-63.69,0.99,0.1229976738
,0.97,-59.96,0.99,0.1130437316
,0.97,-58.88,0.99,0.1033495226
,0.97,-57.47,0.99,0.0970312553
,0.97,-57.4,0.99,0.0919559201
,0.97,-51.1,0.99,0.0939115381
,0.97,-47.36,0.99,0.1016704243
,0.97,-42.59,0.99,0.1183800176
,0.97,-46.91,0.99,0.1342079644
,0.97,-55.17,0.99,0.1446083854
,0.97,-67.25,0.99,0.1384284739
,0.97,-58.96,0.99,0.1198037005
,0.97,-48.44,0.99,0.0869857697
,0.97,-46.76,0.99,0.0649201249
,0.97,-40.75,0.99,0.0610137968
,0.97,-31.93,0.99,0.0728340042
,0.97,-31.53,0.99,0.075176995
,0.97,-31.52,0.99,0.0795252088
,0.97,-30.6,0.99,0.0925075248
,0.97,-30.85,0.99,0.1257445746
,0.97,-38.91,0.99,0.1681132618
,0.97,-59.45,0.99,0.1857637523
,0.97,-58.45,0.99,0.1743855478
,0.97,-49.99,0.99,0.1564204245
,0.97,-54.94,0.99,0.1422724912
,0.97,-52.44,0.99,0.1302206864
,0.97,-59.73,0.99,0.1216831593
,0.97,-51,0.99,0.1171427234
,0.97,-48.92,0.99,0.1158653354
,0.97,-40.08,0.99,0.1174421221
,0.97,-40.17,0.99,0.1223781601
,0.97,-39.79,0.99,0.1329216783
,0.97,-40.98,0.99,0.1443507254
,0.97,-57.95,0.99,0.1514068015
,0.97,-67.36,0.99,0.1449937513
,0.97,-53.01,0.99,0.1314085049
,0.97,-40.04,0.99,0.1054664948
,0.97,-40.07,0.99,0.0756623425
,0.97,-40.09,0.99,0.0713281371
,0.97,-34.09,0.99,0.0601640494
,0.97,-30.56,0.99,0.0618289003
