class,Sink,Sink
label,HD,ED
source,heat_balance,electrical_balance
target,HD,ED
attribute,actual_value,variable_costs
,,
,0.4021503226,-43.77333333333333
,0.6120916259666666,-30.75333333333333
,0.8788711639333333,-44.61666666666667
,0.7073721663666667,-51.45666666666667
,0.6503835228333333,-49.93333333333334
,0.7153837027,-54.45333333333334
,0.7474855672333334,-49.01666666666667
,0.4548193725333333,-40.97
,0.47415213046666665,-46.843333333333334
,0.6563968598666667,-36.57666666666667
,0.9223659043666667,-48.42666666666667
,0.7760632286333333,-58.53333333333334
,0.7117476881,-58.31333333333333
,0.7751613294999999,-59.326666666666675
,0.8106012005666666,-64.45666666666666
,0.5249273850999999,-47.64000000000001
,0.4544846180666667,-43.38666666666668
,0.6291699580666666,-38.71666666666667
,0.8841067850666667,-47.86333333333334
,0.7438726461666666,-62.629999999999995
,0.6822248711,-63.02
,0.7430081570999999,-66.86
,0.7769780063333335,-68.25333333333333
,0.5031537490333333,-53.050000000000004
,0.4544846180666667,-43.673333333333325
,0.6291699580666666,-38.96666666666666
,0.8841067850666667,-46.63666666666666
,0.7438726461666666,-64.65666666666668
,0.6822248711,-65.30333333333333
,0.7430081570999999,-67.13333333333333
,0.7769780063333335,-69.39666666666668
,0.5031537490333333,-48.31999999999999
,0.4925930096666667,-41.72
,0.6819256602666667,-41.723333333333336
,0.9582388595333334,-42.86333333333334
,0.8062461324333334,-64.60000000000001
,0.7394292108666667,-66.38666666666667
,0.8053091562333333,-72.18333333333334
,0.8421273664666667,-70.75
,0.5453430318,-51.4
,0.47415213046666665,-40.8
,0.6563968598666667,-36.47
,0.9223659043666667,-28.083333333333332
,0.7760632286333333,-48.26666666666667
,0.7117476881,-40.656666666666666
,0.7751613294999999,-52.70666666666667
,0.8106012005666666,-62.913333333333334
,0.5249273850999999,-59.153333333333336
,0.4021503226,-13.733333333333334
,0.6120916259666666,-12.023333333333332
,0.8788711639333333,-14.846666666666666
,0.7073721663666667,-46.98666666666666
,0.6503835228333333,-47.19333333333333
,0.7153837027,-52.65333333333333
,0.7474855672333334,-59.79
,0.4548193725333333,-51.75666666666667
,0.3385883304333334,-28.2
,0.5153472968333334,-15.313333333333333
,0.7399609132333334,-19.486666666666665
,0.5955682421666667,-46.75
,0.5475869562666666,-43.836666666666666
,0.6023135127666667,-51.086666666666666
,0.6293415071333333,-45.65333333333333
,0.38293275750000005,-41.74333333333333
,0.4544846180666667,-45.68666666666667
,0.6291699580666666,-32.57333333333333
,0.8841067850666667,-57.53666666666667
,0.7438726461666666,-59.40333333333333
,0.6822248711,-57.71
,0.7430081570999999,-60.1
,0.7769780063333335,-60.973333333333336
,0.5031537490333333,-48.43333333333334
,0.3160547967666667,-46.42666666666667
,0.48105020336666665,-37.31
,0.6907154649999999,-58.45000000000001
,0.5559323310333334,-67.77666666666667
,0.5111442675666666,-64.40666666666668
,0.5622286942666667,-63.78333333333333
,0.5874579372333333,-65.87333333333333
,0.35744803926666663,-49.03666666666667
,0.4021503226,-47.82999999999999
,0.6120916259666666,-46.18666666666667
,0.8788711639333333,-65.5
,0.7073721663666667,-78.81666666666666
,0.6503835228333333,-79.10000000000001
,0.7153837027,-86.08
,0.7474855672333334,-76.60000000000001
,0.4548193725333333,-53.373333333333335
,0.4544846180666667,-45.95666666666667
,0.6291699580666666,-43.080000000000005
,0.8841067850666667,-66.77
,0.7438726461666666,-76.93666666666665
,0.6822248711,-78.66666666666667
,0.7430081570999999,-80.92333333333333
,0.7769780063333335,-76.18666666666667
,0.5031537490333333,-51.90333333333333
,0.3160547967666667,-48.89333333333334
,0.48105020336666665,-42.050000000000004
,0.6907154649999999,-32.846666666666664
,0.5559323310333334,-43.326666666666675
,0.5111442675666666,-45.373333333333335
,0.5622286942666667,-55.81666666666666
,0.5874579372333333,-59.73666666666666
,0.35744803926666663,-50.93666666666667
,0.3385883304333334,-50.73666666666667
,0.5153472968333334,-48.14333333333334
,0.7399609132333334,-51.800000000000004
,0.5955682421666667,-68.40666666666667
,0.5475869562666666,-64.11
,0.6023135127666667,-66.87
,0.6293415071333333,-70.71666666666665
,0.38293275750000005,-51.43333333333334
,0.38180803059999996,-47.873333333333335
,0.5811297047666667,-47.35
,0.8344145194666668,-73.26333333333334
,0.6715905932333333,-77.55000000000001
,0.6174846519666667,-72.17666666666666
,0.6791968755666667,-77.40666666666667
,0.7096749057,-77.81
,0.43181287963333337,-62.17000000000001
,0.38180803059999996,-48.53
,0.5811297047666667,-42.44
,0.8344145194666668,-60.63666666666666
,0.6715905932333333,-62.15
,0.6174846519666667,-65.05333333333333
,0.6791968755666667,-76.02666666666666
,0.7096749057,-76.88666666666667
,0.43181287963333337,-56.333333333333336
,0.36056956776666665,-47.04666666666666
,0.5488037694666666,-42.56333333333334
,0.7879993571,-66.98666666666666
