class,Sink,Sink
label,HD,ED
source,heat_balance,electrical_balance
target,HD,ED
attribute,actual_value,variable_costs
,0.3226291883,-47.62
,0.3708059915,-47.85
,0.3786266772,-47.89
,0.3959914231,-47.88
,0.4392039377,-45.93
,0.5488805152,-46.79
,0.7553046614,-49.33
,0.8937030811,-61
,0.8367902417,-79.48
,0.7727502356,-79.31
,0.7194963885,-77.98
,0.6636687929,-75.75
,0.6316065983,-78.92
,0.6146828526,-74.4
,0.6150435144,-71.06
,0.6227275889,-71.07
,0.6416253194,-70.99
,0.6751042556,-74.48
,0.7208610517,-86.75
,0.7501558232,-85.27
,0.7160219102,-79.51
,0.6628469837,-68.65
,0.5512885595,-64.29
,0.3803383234,-62.29
,0.363811756,-59.93
,0.3708059915,-51.66
,0.3786266772,-47.49
,0.3959914231,-46.44
,0.4392039377,-42.99
,0.5488805152,-41.15
,0.7553046614,-43.18
,0.8937030811,-47.97
,0.8367902417,-66.91
,0.7727502356,-67.03
,0.7194963885,-62.95
,0.6636687929,-62.41
,0.6316065983,-61.09
,0.6146828526,-61.03
,0.6150435144,-65.16
,0.6227275889,-68.97
,0.6416253194,-70
,0.6751042556,-69.01
,0.7208610517,-89.07
,0.7501558232,-85.04
,0.7160219102,-75.72
,0.6628469837,-69.9
,0.5512885595,-61.32
,0.3803383234,-59.66
,0.363811756,-48.02
,0.3501795285,-49.55
,0.3575651803,-48.15
,0.3739639945,-43.44
,0.4147727687,-42.39
,0.518348474,-41.1
,0.7132900657,-44.2
,0.8439899316,-49.94
,0.7902429274,-73.33
,0.7297652123,-77.69
,0.6794736647,-79.06
,0.6267515364,-80.11
,0.5964728344,-80.36
,0.580490489,-78.27
,0.5808310888,-77.61
,0.5880877287,-78.46
,0.6059342538,-77.94
,0.6375508899,-89.95
,0.6807624171,-131.79
,0.708427637,-130.48
,0.6761924578,-95
,0.6259754411,-76.19
,0.5206225686,-68.41
,0.3591816147,-63.55
,0.3435743543,-52.56
,0.3288316944,-50.8
,0.3357670981,-45.25
,0.3511661988,-45.72
,0.3894871666,-44.05
,0.4867486336,-44.18
,0.6698060903,-47.93
,0.79253816,-57.05
,0.7420677098,-84.99
,0.6852768699,-79.51
,0.6380512229,-78.92
,0.5885431694,-79.45
,0.5601103342,-78.04
,0.5451023136,-72.72
,0.5454221492,-74.93
,0.552236406,-73.27
,0.5689949615,-73.04
,0.5986841669,-78.32
,0.6392614099,-103.48
,0.6652400878,-92.75
,0.6349700467,-77.55
,0.5878143869,-71.86
,0.4888840937,-54.99
,0.3372849905,-52.91
,0.3226291883,-47.79
,0.2140487417,-42.95
,0.220934457,-42.01
,0.2337132368,-40.5
,0.2718664104,-35.03
,0.3695453554,-36.77
,0.4940608789,-43.08
,0.5459331513,-48.78
,0.5124942323,-74.6
,0.4596972995,-77.63
,0.4181185428,-76.98
,0.382700009,-74.68
,0.3576094355,-74.65
,0.3442657426,-72.95
,0.3405116814,-72.27
,0.3451456325,-71.72
,0.3596519435,-70.64
,0.3906378387,-75.41
,0.4242261768,-92.14
,0.444962977,-97.56
,0.4261159381,-80.96
,0.386190838,-71.17
,0.3099509735,-57.37
,0.2223608242,-53.02
,0.2096232133,-45.25
,0.193583701,-14.01
,0.1998110784,5.04
,0.2113680885,20.45
,0.2458734655,-2.28
,0.3342133993,-14.8
,0.4468240867,-14.08
,0.4937368895,-2.38
,0.4634950407,-14.01
,0.4157459832,-21.5
,0.3781425407,-36.36
,0.3461103464,-43.32
,0.3234186639,-53.71
,0.3113507515,-50.2
,0.3079556135,-53.3
,0.3121465159,-44.46
,0.3252658894,-41.12
,0.353289246,-47.56
,0.383666228,-62
,0.4024203985,-65.99
,0.3853753107,-61.06
,0.3492674198,-52.51
,0.2803167918,-41
,0.2011010715,-49.96
,0.189581294,-39.41
,0.193583701,-33.45
,0.1998110784,-25.93
,0.2113680885,-23.38
,0.2458734655,-20.14
,0.3342133993,-14.04
,0.4468240867,-3.17
,0.4937368895,-0.2
,0.4634950407,-3.55
,0.4157459832,-21.82
,0.3781425407,-41.31
,0.3461103464,-46.52
,0.3234186639,-46.06
,0.3113507515,-43.23
,0.3079556135,-40.41
,0.3121465159,-35
,0.3252658894,-34.91
,0.353289246,-41.07
,0.383666228,-48.42
,0.4024203985,-48.42
,0.3853753107,-44.15
,0.3492674198,-41.03
,0.2803167918,-35.08
,0.2011010715,-34.09
,0.189581294,-21.42
,0.2568327585,-44.76
,0.2650947891,-42.56
,0.2804277884,-39.68
,0.3262070103,-38.27
,0.443410002,-38.13
,0.592813662,-46.46
,0.6550541528,-53.77
,0.6149314698,-72.47
,0.5515814972,-72.94
,0.5016919879,-72.58
,0.459194005,-76.23
,0.429088333,-74.67
,0.4130775056,-73.71
,0.4085730834,-69.04
,0.4141332677,-65.13
,0.4315390971,-65.39
,0.4687184464,-68.47
,0.509020414,-75.7
,0.5339020818,-68.18
,0.5112879006,-52.56
,0.4633825802,-46.51
,0.3719039077,-46.02
,0.266806258,-50.88
,0.2515226564,-38.93
,0.3288316944,-46.32
,0.3357670981,-44.1
,0.3511661988,-37.82
,0.3894871666,-30.09
,0.4867486336,-29.15
,0.6698060903,-41.3
,0.79253816,-45.54
,0.7420677098,-59.79
,0.6852768699,-67.23
,0.6380512229,-62.62
,0.5885431694,-61.93
,0.5601103342,-60.51
,0.5451023136,-51.25
,0.5454221492,-50.05
,0.552236406,-48.57
,0.5689949615,-52.08
,0.5986841669,-64.28
,0.6392614099,-71.77
,0.6652400878,-68.65
,0.6349700467,-59.77
,0.5878143869,-47.98
,0.4888840937,-47.38
,0.3372849905,-48.21
,0.3226291883,-43.92
,0.3288316944,-48.65
,0.3357670981,-47.56
,0.3511661988,-44.45
,0.3894871666,-39.83
,0.4867486336,-38.84
,0.6698060903,-41.27
,0.79253816,-47.06
,0.7420677098,-63.13
,0.6852768699,-65.39
,0.6380512229,-67.59
,0.5885431694,-68.99
,0.5601103342,-70.07
,0.5451023136,-71.2
,0.5454221492,-68.92
,0.552236406,-67.28
,0.5689949615,-65.2
,0.5986841669,-67.28
,0.6392614099,-79.68
,0.6652400878,-79.2
,0.6349700467,-72.48
,0.5878143869,-65.13
,0.4888840937,-51.04
,0.3372849905,-50
,0.3226291883,-44.82
,0.3069474787,-47.76
,0.3134213214,-45.93
,0.3277955902,-45.91
,0.3635662433,-42.99
,0.4543548218,-42.4
,0.625229545,-47.89
,0.7397936216,-55.39
,0.6926820512,-82
,0.6396707222,-83
,0.5955880091,-84.85
,0.549374787,-88.66
,0.522834197,-90.28
,0.5088249812,-82.92
,0.5091235316,-81.58
,0.5154842899,-77.49
,0.5311275398,-73.69
,0.5588408867,-79.93
,0.5967176563,-104.94
,0.6209674163,-98.03
,0.5927118895,-84.14
,0.5486945059,-69.66
,0.4563481637,-58
,0.3148381959,-51.71
,0.3011577582,-48.18
,0.3288316944,-48.6
,0.3357670981,-48.35
,0.3511661988,-48.54
,0.3894871666,-44.03
,0.4867486336,-43.04
,0.6698060903,-46.82
,0.79253816,-57.21
,0.7420677098,-70.4
,0.6852768699,-74.97
,0.6380512229,-80.88
,0.5885431694,-83.95
,0.5601103342,-82.76
,0.5451023136,-81.33
,0.5454221492,-80.92
,0.552236406,-78.49
,0.5689949615,-81.35
,0.5986841669,-94.97
,0.6392614099,-125.01
,0.6652400878,-91.35
,0.6349700467,-79.93
,0.5878143869,-67.47
,0.4888840937,-61.43
,0.3372849905,-59.93
,0.3226291883,-51.97
,0.2786317343,-45.04
,0.2875950142,-38.11
,0.3042294195,-38.9
,0.3538942055,-32.38
,0.4810449356,-33.69
,0.6431294028,-36.2
,0.7106526268,-29.97
,0.6671244852,-36.99
,0.598397611,-39.96
,0.544273672,-43.98
,0.4981686238,-47
,0.4655076987,-52.71
,0.4481379337,-52.62
,0.4432511937,-41.06
,0.4492833049,-42.64
,0.468166474,-42.94
,0.5085014633,-53.36
